emp_no,first_name,last_name,dept_no,dept_name
14607,Suzette,Selvestrel,d007,Sales
14620,Jianhua,Erev,d004,Production
14621,Souichi,Wixon,d007,Sales
14632,Gudjon,McClurg,d006,Quality Management
14639,Arvind,Hempstead,d007,Sales
14640,Toshimori,Kornatzky,d005,Development
14642,Florian,Kuhnemann,d005,Development
14645,Laurentiu,Glinert,d005,Development
14648,IEEE,Lorys,d007,Sales
14655,Jingling,Segond,d001,Marketing
14659,Sashi,Adachi,d006,Quality Management
14675,Teunis,Angel,d003,Human Resources
14677,Herbert,Sifakis,d004,Production
14683,Alois,Basart,d004,Production
14683,Alois,Basart,d009,Customer Service
14690,Yechezkel,Bellone,d005,Development
14693,Brewster,Stranks,d009,Customer Service
14710,Mahmut,Hainaut,d001,Marketing
14713,Terresa,Ballarin,d005,Development
14722,Sachin,Jakobus,d002,Finance
14723,Constantino,Assaf,d003,Human Resources
14724,Aron,Lemarechal,d002,Finance
14774,Gio,Sigstam,d008,Research
14780,Marlo,Bruckman,d004,Production
14785,Zhonghua,Kaiser,d004,Production
14785,Zhonghua,Kaiser,d009,Customer Service
14793,Stein,Uchoa,d005,Development
14814,Odysseas,Nishimukai,d009,Customer Service
14817,Gaurav,Masaki,d005,Development
14817,Gaurav,Masaki,d008,Research
14821,Oguz,Kilgore,d005,Development
14839,Changho,Cronin,d005,Development
14846,Magy,Joslin,d004,Production
14853,Taiji,Nergos,d005,Development
14854,Angus,Perko,d009,Customer Service
14865,Ute,Serra,d007,Sales
14865,Ute,Serra,d009,Customer Service
14871,Arnd,Kaiserswerth,d007,Sales
14877,Arto,Meriste,d005,Development
14879,Anyuan,Sigstam,d005,Development
14888,Temple,Barriga,d007,Sales
14899,Alejandro,Casley,d002,Finance
14899,Alejandro,Casley,d007,Sales
14905,Karsten,Baja,d004,Production
14906,Adil,Parveen,d008,Research
14908,Kerhong,Flanders,d004,Production
14908,Kerhong,Flanders,d005,Development
14909,Mohan,Kamble,d005,Development
14911,Xiaobin,Chelton,d004,Production
14914,Gretta,Benzaken,d005,Development
14915,Huican,Picco,d004,Production
14923,Shuzo,Gyorkos,d005,Development
14928,Satoru,Mukaidono,d003,Human Resources
14941,Nathan,Lichtner,d005,Development
14942,Heon,Benveniste,d006,Quality Management
14949,Insup,Reinhart,d004,Production
14954,Fox,Magliocco,d005,Development
14955,Boguslaw,Kalefeld,d005,Development
14959,Kerryn,Hiyoshi,d004,Production
14966,Zhanqiu,Underwood,d007,Sales
14971,Fan,Simmen,d002,Finance
14983,Hyuckchul,Pouyioutas,d001,Marketing
14987,Tiina,Demeyer,d005,Development
14993,Sanjay,Koblitz,d005,Development
15005,Kiam,Sadowsky,d004,Production
15016,Woody,Gulik,d002,Finance
15018,Ramalingam,Prenel,d001,Marketing
15019,Qingxiang,Shokrollahi,d004,Production
15019,Qingxiang,Shokrollahi,d006,Quality Management
15024,Yurii,Rullman,d009,Customer Service
15029,Giordano,Koshino,d009,Customer Service
15030,Rasikan,Nourani,d007,Sales
15036,Ziva,Delgrande,d005,Development
15049,Khun,Waymire,d009,Customer Service
15052,Flemming,Kranzdorf,d004,Production
15055,Shrikanth,Sherertz,d008,Research
15066,Tomokazu,Oaver,d005,Development
15069,Manton,Siksek,d004,Production
15071,Ayonca,Couchot,d007,Sales
15075,Radoslaw,Rijsenbrij,d004,Production
15077,Toshiki,Taubenfeld,d004,Production
15082,Guadalupe,Zirintsis,d005,Development
15087,Chirstian,Ushiama,d004,Production
15089,Giri,Coney,d005,Development
15092,Remmert,Bahi,d009,Customer Service
15102,Luigi,Axelband,d004,Production
15105,Sudhanshu,Itzigehl,d001,Marketing
15105,Sudhanshu,Itzigehl,d007,Sales
15113,Zhiguo,Giaccio,d007,Sales
15114,Pantung,Honglei,d005,Development
15133,Kagan,Malinowski,d005,Development
15134,Arun,Luiz,d007,Sales
15145,Haldon,Servieres,d004,Production
15151,Urs,Pouyioutas,d001,Marketing
15151,Urs,Pouyioutas,d007,Sales
15176,Charlene,Sankaranarayanan,d007,Sales
15193,Neelam,Schach,d005,Development
15196,Souichi,Duclos,d005,Development
15199,Heeju,Bernardinello,d004,Production
15202,Pranay,Irland,d004,Production
15202,Pranay,Irland,d005,Development
15205,Cheong,Rodiger,d005,Development
15208,Sudharsan,Shokrollahi,d008,Research
15218,Shuky,Conry,d002,Finance
15228,Mona,Salvesen,d003,Human Resources
15230,Keiichiro,Suessmith,d005,Development
15234,Jouko,Zhiwei,d005,Development
15237,Reinhard,Sadowsky,d005,Development
15243,Mountaz,Famili,d002,Finance
15248,Edwin,Baar,d001,Marketing
15253,Ayonca,Pardalos,d004,Production
15258,Guther,Karcich,d004,Production
15269,Eric,Reghbati,d004,Production
15271,Shiv,Bernardeschi,d007,Sales
15278,Adam,Rohrbach,d009,Customer Service
15292,Miyeon,Lammel,d007,Sales
15295,Lobel,Peak,d004,Production
15312,Deniz,Linnainmaa,d004,Production
15312,Deniz,Linnainmaa,d009,Customer Service
15324,Ziya,Lunn,d004,Production
15329,Fan,Openshaw,d005,Development
15330,Jaroslava,Chinal,d007,Sales
15334,Luerbio,Kuzuoka,d005,Development
15337,Masaru,Radivojevic,d006,Quality Management
15343,Chaosheng,Luce,d006,Quality Management
15354,Chikara,Nyrup,d009,Customer Service
15365,Mikhail,Schiettecatte,d005,Development
15369,Premal,Penttonen,d007,Sales
15370,Chuanyi,Nilsson,d005,Development
15370,Chuanyi,Nilsson,d008,Research
15372,Nahum,Broder,d007,Sales
15375,Shuho,Manders,d002,Finance
15377,Shugo,Aumann,d005,Development
15382,Alassane,Siegrist,d007,Sales
15386,Genki,Sambasivam,d001,Marketing
15392,Pradeep,Markovitch,d005,Development
15408,Maik,Penttonen,d008,Research
15410,Wilmer,Kushner,d001,Marketing
15410,Wilmer,Kushner,d007,Sales
15412,Huai,Thiria,d005,Development
15438,Constantijn,Munoz,d002,Finance
15441,Arvind,Weisert,d008,Research
15452,Kazuhira,Weedman,d005,Development
15454,Hongzue,Cesareni,d007,Sales
15470,Weiwu,Huhdanpaa,d004,Production
15474,Gilbert,Plumb,d007,Sales
15479,Zhenbing,Soicher,d004,Production
15480,Kwok,Trogemann,d005,Development
15504,Kasturi,Alpin,d005,Development
15505,Collette,Mikschl,d004,Production
15510,Inderjeet,Sethi,d005,Development
15511,George,Kowalchuk,d007,Sales
15518,Uno,Valtorta,d005,Development
15525,Masadi,Cherinka,d005,Development
15534,Guozhong,Grabner,d002,Finance
15539,Shigeichiro,Spieker,d007,Sales
15543,Mingdong,Staelin,d004,Production
15545,Masadi,Suri,d005,Development
15548,Sanjai,Caine,d005,Development
15548,Sanjai,Caine,d008,Research
15563,Constantino,Zykh,d009,Customer Service
15565,TRUE,Muchinsky,d001,Marketing
15566,Baoqiu,Azuma,d007,Sales
15569,Rosalie,Garnick,d003,Human Resources
15600,Mack,Perna,d004,Production
15601,Carrsten,Anily,d007,Sales
15623,Vishu,Falby,d005,Development
15641,Jaana,Roisin,d007,Sales
15651,Huan,Iwayama,d004,Production
15656,Mohammad,Schaaf,d001,Marketing
15666,Pintsang,Rothenberg,d005,Development
15682,Hiroyasu,Przulj,d006,Quality Management
15687,Dekang,Ambroszkiewicz,d002,Finance
15703,Chenye,Hanratty,d005,Development
15708,Reuven,Kushnir,d007,Sales
15714,Troy,Bala,d004,Production
15715,Insup,Ibel,d001,Marketing
15715,Insup,Ibel,d007,Sales
15726,Zhilian,Parascandalo,d001,Marketing
15728,Jaewon,Nooteboom,d009,Customer Service
15739,Poorav,Bahr,d005,Development
15740,Stepehn,Pocchiola,d007,Sales
15750,Arumugam,Bresenham,d004,Production
15753,Sanjay,Breugel,d004,Production
15753,Sanjay,Breugel,d006,Quality Management
15762,Kien,Impagliazzo,d002,Finance
15765,Tonny,Taubenfeld,d005,Development
15767,Baocai,Broomell,d004,Production
15769,Pranay,Oskamp,d001,Marketing
15788,Taegyun,Deyuan,d004,Production
15799,Manton,Gelosh,d007,Sales
15809,Mingsen,Antonisse,d002,Finance
15819,Magdalena,Rajcani,d001,Marketing
15819,Magdalena,Rajcani,d007,Sales
15821,Aleksander,Antonakopoulos,d005,Development
15846,Bowen,Litecky,d004,Production
15861,Gio,Anido,d001,Marketing
15866,Angel,Seiwald,d004,Production
15866,Angel,Seiwald,d006,Quality Management
15869,Guoxiang,Bala,d004,Production
15876,Munehiro,Vakili,d005,Development
15877,Yannik,Kroll,d004,Production
15880,Miquel,Dechter,d004,Production
15889,Sasan,Azumi,d005,Development
15892,Lunjin,Pettis,d004,Production
15901,Marsja,Fargier,d004,Production
15901,Marsja,Fargier,d006,Quality Management
15902,Kazuhide,Stille,d008,Research
15905,DeForest,Petersohn,d004,Production
15911,Shaibal,Viele,d004,Production
15911,Shaibal,Viele,d009,Customer Service
15912,Piyawadee,Cichocki,d007,Sales
15920,Sanjit,Laurillard,d005,Development
15934,Kensyu,Shinomoto,d004,Production
15938,Garnik,Covnot,d007,Sales
15942,Murthy,Rosca,d004,Production
15943,Yakkov,Demke,d004,Production
15943,Yakkov,Demke,d006,Quality Management
15945,Hauke,Larfeldt,d004,Production
15946,Sham,Onuegbe,d004,Production
15948,Karoline,Versino,d005,Development
15955,Yuguang,Dratva,d004,Production
15971,Arumugam,Aloia,d005,Development
15977,King,Ballarin,d008,Research
15978,Kaijung,Wielonsky,d004,Production
15978,Kaijung,Wielonsky,d006,Quality Management
15993,Yoshimitsu,Peir,d005,Development
16000,Marek,Demos,d004,Production
16018,Boutros,Papadias,d004,Production
16019,Chaoyi,Heystek,d005,Development
16019,Chaoyi,Heystek,d008,Research
16025,Doowon,Luce,d005,Development
16028,JiYoung,Takkinen,d004,Production
16033,Wayne,Spelt,d002,Finance
16052,Maria,Rodham,d005,Development
16066,Marsha,Penn,d007,Sales
16068,Leandro,Zongker,d002,Finance
16076,Marko,Ebeling,d005,Development
16077,Kannan,Heemskerk,d005,Development
16086,Mohammad,Denos,d005,Development
16094,Berto,Rosar,d005,Development
16099,Mohan,Ferretti,d003,Human Resources
16105,Alper,Tetzlaff,d007,Sales
16126,Tse,Crabtree,d009,Customer Service
16130,Kerryn,Belinskaya,d005,Development
16134,Annemarie,Chaudhuri,d005,Development
16138,Leucio,Krzyzanowski,d001,Marketing
16146,Cathie,Meriste,d005,Development
16154,Monique,Docker,d006,Quality Management
16164,Janche,Kinley,d004,Production
16164,Janche,Kinley,d009,Customer Service
16185,Marin,Winter,d005,Development
16192,Leandro,Sigstam,d004,Production
16192,Leandro,Sigstam,d009,Customer Service
16201,Krassimir,Olano,d005,Development
16203,Mori,Kulisch,d004,Production
16212,Izaskun,Glinert,d005,Development
16222,Shaz,Thummel,d005,Development
16222,Shaz,Thummel,d008,Research
16227,Hitomi,Vural,d004,Production
16229,Ronnie,Lanzelotte,d009,Customer Service
16230,Ung,Babu,d004,Production
16230,Ung,Babu,d009,Customer Service
16233,Sushant,Baba,d007,Sales
16234,Jacopo,Basart,d009,Customer Service
16237,Slavian,Leaver,d005,Development
16246,Makato,Masaki,d004,Production
16252,Carrsten,Mattern,d004,Production
16255,Tomokazu,Ohori,d004,Production
16266,Mikhail,Sethi,d007,Sales
16272,Shuho,Zeleznik,d005,Development
16272,Shuho,Zeleznik,d008,Research
16274,Sadun,Navazio,d002,Finance
16302,Bedir,Speek,d006,Quality Management
16324,Billie,Bazzichi,d003,Human Resources
16331,Giap,Garnham,d007,Sales
16337,Hironoby,Schaad,d004,Production
16341,Boutros,Fendler,d008,Research
16355,Nikolaos,Luca,d007,Sales
16360,Sham,Jonsson,d004,Production
16364,Yifei,Gini,d007,Sales
16365,Janalee,Mellouli,d008,Research
16373,Narain,Aseltine,d007,Sales
16377,Duri,Stanger,d004,Production
16380,Zhilian,Chleq,d009,Customer Service
16382,Chaoyi,Talmon,d004,Production
16383,Lidong,Czap,d004,Production
16388,Subhankar,Georgatos,d009,Customer Service
16396,Guangming,Yoshimura,d007,Sales
16397,Shimshon,Cusworth,d002,Finance
16398,Limsoon,Krzyzanowski,d007,Sales
16399,Apostol,Collette,d007,Sales
16399,Apostol,Collette,d009,Customer Service
16404,Rafols,Rabehasaina,d004,Production
16412,Moss,Tokunaga,d004,Production
16425,Idoia,Beerel,d004,Production
16438,Abdulla,Demeyer,d004,Production
16446,Jouko,Chinin,d007,Sales
16447,Zhiguo,Savasere,d004,Production
16447,Zhiguo,Savasere,d005,Development
16448,Tsvetan,Zwicker,d005,Development
16453,Goncalo,Basart,d003,Human Resources
16471,Bogdan,Birta,d008,Research
16478,Bedir,Wroclawski,d002,Finance
16479,Jixiang,Eiter,d002,Finance
16486,Sanjay,Perin,d008,Research
16487,Arunas,Yemenis,d007,Sales
16490,Muzhong,Thiria,d007,Sales
16491,Emdad,Radwan,d009,Customer Service
16500,Elvis,Servieres,d007,Sales
16504,Mong,Cromarty,d005,Development
16510,Mototsugu,Vecchio,d009,Customer Service
16537,Weidon,Seiwald,d005,Development
16539,Gretta,Fetvedt,d004,Production
16546,Sangeeta,Lanphier,d005,Development
16549,Olivera,Thibadeau,d002,Finance
16551,Sadegh,Ranon,d005,Development
16551,Sadegh,Ranon,d008,Research
16556,Mostafa,Hiltgen,d005,Development
16557,Fan,Majewski,d005,Development
16567,Hein,Senzako,d009,Customer Service
16570,Uta,Matzen,d004,Production
16580,Masaru,Valiente,d006,Quality Management
16607,Vishwani,Honglei,d007,Sales
16608,Boguslaw,Greibach,d005,Development
16619,Arvind,Boguraev,d005,Development
16657,Yongdong,Heyers,d004,Production
16658,Florian,Soicher,d008,Research
16672,Georgi,Peris,d007,Sales
16674,Duke,Takanami,d005,Development
16679,Domenick,Cummings,d005,Development
16679,Domenick,Cummings,d008,Research
16683,Hatem,Ghandeharizadeh,d004,Production
16706,Gad,Krone,d004,Production
16716,Ramachenga,Zumaque,d005,Development
16719,Sasan,Benantar,d003,Human Resources
16723,Mohd,Randt,d009,Customer Service
16729,Kirk,Broomell,d002,Finance
16731,Domenico,Versino,d005,Development
16733,Zijian,Serna,d004,Production
16759,Vojin,Masaki,d005,Development
16759,Vojin,Masaki,d008,Research
16799,Shigeichiro,Bamford,d005,Development
16801,Gila,Strooper,d005,Development
16803,Ziva,Rohrbach,d005,Development
16806,Sreekrishna,Dayana,d007,Sales
16806,Sreekrishna,Dayana,d009,Customer Service
16808,Kiyokazu,Katiyar,d007,Sales
16832,Mads,Binkley,d004,Production
16851,Leon,Stasinski,d003,Human Resources
16852,Yefim,Fontet,d004,Production
16852,Yefim,Fontet,d009,Customer Service
16858,Akeno,Gustavson,d007,Sales
16862,JiYoung,Eppinger,d004,Production
16862,JiYoung,Eppinger,d009,Customer Service
16864,Candido,Gecsel,d004,Production
16868,Gou,Vandervoorde,d002,Finance
16869,Yakkov,Huttel,d008,Research
16871,Munir,Stiles,d004,Production
16875,Nikolaos,Radhakrishnan,d005,Development
16880,Honesty,Bresenham,d004,Production
16885,Ronghao,Stentiford,d007,Sales
16897,Charlene,Ebeling,d006,Quality Management
16910,Kazunori,Botman,d005,Development
16910,Kazunori,Botman,d008,Research
16919,Tesuya,Yurov,d004,Production
16921,Evgueni,Yeung,d007,Sales
16929,Murthy,Burnard,d004,Production
16929,Murthy,Burnard,d006,Quality Management
16954,Akhilish,Apsitis,d001,Marketing
16955,Sangeeta,Marrakchi,d008,Research
16969,Sanjit,Braccini,d005,Development
16986,Hirochika,Gecseg,d004,Production
16988,Xiong,Peron,d002,Finance
16993,Hongzue,Dahlbom,d007,Sales
16996,Shigenori,Millington,d007,Sales
16999,Bezalel,Sadowsky,d004,Production
16999,Bezalel,Sadowsky,d008,Research
17012,Valdiodio,Petereit,d005,Development
17018,Berhard,Tasistro,d005,Development
17024,Ewing,Siepmann,d004,Production
17041,Nishit,Montemayor,d009,Customer Service
17046,Fay,Kornyak,d005,Development
17047,Qingxiang,Rijsenbrij,d004,Production
17048,Christoph,Murthy,d006,Quality Management
17055,Marin,Wixon,d005,Development
17063,Anoosh,Thiran,d007,Sales
17066,Heping,Ruther,d005,Development
17068,Bodh,Gopalakrishnan,d005,Development
17068,Bodh,Gopalakrishnan,d008,Research
17072,Richara,Bala,d009,Customer Service
17076,Gudjon,Hitomi,d004,Production
17076,Gudjon,Hitomi,d006,Quality Management
17078,Gill,Hinsberger,d009,Customer Service
17081,Weiru,Murtafg,d006,Quality Management
17089,Rafail,Erman,d007,Sales
17097,Cathie,Berztiss,d005,Development
17098,Xuedong,Gelosh,d005,Development
17101,Sandeepan,Compeau,d005,Development
17102,Radhika,Garnick,d007,Sales
17103,Takahiro,Feldmann,d005,Development
17103,Takahiro,Feldmann,d008,Research
17112,Yuguang,Vickson,d005,Development
17112,Yuguang,Vickson,d008,Research
17120,Yifei,Polupanov,d003,Human Resources
17125,Akhilish,Zweizig,d006,Quality Management
17126,Matk,Schapire,d009,Customer Service
17140,Mabhin,Schwabacher,d005,Development
17140,Mabhin,Schwabacher,d006,Quality Management
17143,Ziyad,Munke,d004,Production
17146,Aemilian,Barbanera,d007,Sales
17154,Aria,Milicia,d009,Customer Service
17158,Danai,Vecchio,d004,Production
17158,Danai,Vecchio,d009,Customer Service
17159,Quingbo,Mitchem,d005,Development
17160,Shay,Montemayor,d004,Production
17163,Yurii,Papsdorf,d005,Development
17185,Danai,Wilfing,d007,Sales
17199,Vasilis,Guardalben,d008,Research
17204,Jacqueline,Erdmenger,d009,Customer Service
17215,Junichi,Langford,d004,Production
17220,Lorien,Panwar,d004,Production
17222,Leen,Muchinsky,d005,Development
17224,Denis,Back,d004,Production
17235,Ronnie,Rissanen,d005,Development
17236,Matk,Merro,d004,Production
17245,Neven,Milicia,d007,Sales
17260,Abdulah,Famili,d005,Development
17275,Shmuel,Danlos,d007,Sales
17277,Arnd,Hopewell,d005,Development
17280,Xuejia,Merle,d004,Production
17285,Mario,Weiland,d002,Finance
17293,Demin,Alpin,d005,Development
17294,Shrikanth,Pietrzykowski,d006,Quality Management
17322,Candida,Fordan,d005,Development
17326,Arumugam,Ramsay,d005,Development
17327,Yongmin,Gihr,d001,Marketing
17329,Shaunak,Tyugu,d005,Development
17329,Shaunak,Tyugu,d008,Research
17336,Shigenori,Chaudhuri,d004,Production
17339,Fan,Mullainathan,d004,Production
17339,Fan,Mullainathan,d005,Development
17340,Yurii,Brookman,d002,Finance
17352,Muneo,Katiyar,d007,Sales
17355,Mingzeng,Weisert,d005,Development
17361,Macha,Griswold,d005,Development
17361,Macha,Griswold,d008,Research
17384,Youngkon,Nooteboom,d008,Research
17387,Shir,Serra,d001,Marketing
17396,Valeri,Henders,d004,Production
17397,Kenroku,Hardjono,d006,Quality Management
17412,Leni,Vilarrasa,d009,Customer Service
17416,Kitty,Rissanen,d004,Production
17428,Pantung,Keustermans,d002,Finance
17436,Chirstian,Munawer,d007,Sales
17448,Makato,Belinskaya,d004,Production
17448,Makato,Belinskaya,d005,Development
17468,Abdelghani,Irland,d007,Sales
17470,Genevieve,Lichtner,d004,Production
17472,Murthy,Verhoeff,d001,Marketing
17478,Tuval,Merle,d008,Research
17487,Gully,Staudhammer,d005,Development
17489,Karlis,Vigier,d003,Human Resources
17500,Jinya,Bratsberg,d004,Production
17505,Gunilla,Moffat,d004,Production
17507,Yurij,Turnbull,d002,Finance
17512,Frederique,Hofmeyr,d004,Production
17512,Frederique,Hofmeyr,d005,Development
17516,Rosita,Dulli,d004,Production
17520,Shahab,Keohane,d005,Development
17539,Cathie,Uhrik,d005,Development
17544,Kien,Marletta,d004,Production
17552,Pradeep,Neiman,d002,Finance
17556,Makato,Tsukuda,d002,Finance
17559,Annemarie,Papastamatiou,d005,Development
17559,Annemarie,Papastamatiou,d008,Research
17573,Berthier,Deverell,d007,Sales
17576,Behnaam,Krybus,d006,Quality Management
17582,Kauko,Spieker,d005,Development
17584,Emdad,Coorg,d003,Human Resources
17586,Lein,Halevi,d009,Customer Service
17589,Xuejia,Denti,d005,Development
17625,Prodip,Mandelberg,d005,Development
17629,Mostafa,Winter,d007,Sales
17647,Vasilis,Swab,d007,Sales
17657,Thanasis,Zucker,d004,Production
17674,Adib,Braccini,d005,Development
17677,Mingdong,Ramalingam,d005,Development
17681,Eran,Schauser,d007,Sales
17683,Bernt,Henders,d001,Marketing
17683,Bernt,Henders,d007,Sales
17688,Faiza,Cincotta,d004,Production
17695,Kazuhiro,Chvatal,d007,Sales
17696,Feiyu,Kusalik,d004,Production
17699,Radhia,Heping,d005,Development
17702,Mantis,Passafiume,d005,Development
17702,Mantis,Passafiume,d008,Research
17704,Vatsa,Broomell,d008,Research
17705,Toshimo,Mellouli,d004,Production
17711,Owen,Katiyar,d005,Development
17716,Josyula,Vitiello,d006,Quality Management
17727,Bingning,Picaronny,d003,Human Resources
17728,Tsuneo,Lienhardt,d008,Research
17742,Tru,Cappelletti,d008,Research
17745,Hatem,Schreiter,d005,Development
17778,Chirstian,Matzov,d009,Customer Service
17791,Matt,Stifter,d007,Sales
17796,Alejandro,Impagliazzo,d007,Sales
17798,Guangming,Suessmith,d001,Marketing
17807,Jianhua,Glowinski,d004,Production
17815,Shuji,Wissmann,d005,Development
17816,Toshimo,Kenevan,d004,Production
17834,Zhilian,Fiutem,d005,Development
17840,Tonny,Sherertz,d005,Development
17841,Hilary,Ramaiah,d004,Production
17849,Mandell,Varker,d003,Human Resources
17869,Xiaocheng,Prochazka,d004,Production
17869,Xiaocheng,Prochazka,d005,Development
17871,Ebbe,Hedayat,d006,Quality Management
17874,Rutger,Minakawa,d007,Sales
